firmware_size,done,not_done,missing,attempts,duration_sec,0237.vcc,0239.vcc,0241.vcc,0242.vcc,0237.ReadRate,0239.ReadRate,0241.ReadRate,0242.ReadRate,0237.peak_rssi,0239.peak_rssi,0241.peak_rssi,0242.peak_rssi
407,4,0,0,8,40.9799676,3456,3394,3488,3338,2.76963351655382,22.1535769026807,2.76891340915541,5.5372625933271,-19,-20,-18,-18
407,4,0,0,5,31.459648,3460,3398,3514,3432,28.5284809810602,2.851786387511,5.70284743172266,11.4032692032479,-21,-21,-19,-18
407,4,0,0,1,10.2899149,3464,3394,3514,3402,2.14440509699359,6.43198221685557,4.28736124491251,47.1492896530884,-20,-20,-19,-20
407,4,0,0,1,9.7958732,3440,3410,3514,3414,29.6681102674654,2.46490711737,12.3229166076194,49.2838805733292,-22,-21,-18,-19
407,4,0,0,3,24.2891071,3464,3394,3500,3362,9.86506806527025,7.39684179511488,2.46532155435566,24.6507603527031,-20,-20,-18,-18
407,4,0,0,1,11.9923644,3464,3394,3500,3416,2.23983127798949,2.22957088786864,4.45791825470717,64.6239698326395,-19,-20,-20,-18
407,4,0,0,2,14.1969366,3464,3394,3518,3416,9.90249998514625,2.47516420239319,27.2236729140046,47.0180648354368,-20,-20,-19,-18
407,4,0,0,9,63.5726938,3460,3394,3510,3382,4.38158812852512,10.9052419535127,2.18066837485689,61.0418758168439,-20,-20,-19,-18
407,4,0,0,5,39.0107565,3456,3394,3514,3358,2.90536527995519,11.619415345878,2.90444126827656,11.616263698479,-19,-19,-18,-18
407,4,0,0,1,10.49978,3460,3398,3514,3432,1.87096444662391,7.47195262483158,1.86757929041325,67.2198612283309,-20,-20,-19,-19
407,4,0,0,4,28.8976272,2944,3410,3542,3066,69.4906802668066,1.87776113038216,1.87760740994009,187.743115600758,-22,-21,-18,-20
407,4,0,0,6,44.5613368,3460,3390,3506,3410,2.3542113427315,23.5395365347731,4.70680377899862,37.647528310353,-20,-20,-19,-18
407,4,0,0,4,36.9443625,3468,3410,3510,3420,5.15047233694184,15.4487992034599,2.5745393505467,69.5057625425723,-20,-21,-19,-18
407,4,0,0,8,54.3952478,3456,3394,3496,3386,2.37681615493419,4.75306293316742,2.37630952477136,47.5215605320134,-21,-20,-18,-18
407,4,0,0,7,47.3045788,3472,3406,3522,3420,4.20059522434329,2.10001841716152,6.29947582061697,48.2921785987541,-20,-21,-20,-19
407,4,0,0,9,50.9614489,3456,3394,3518,3398,1.85334070221597,14.8053887173314,20.3548328479631,105.46204587488,-20,-20,-19,-20
407,4,0,0,4,27.0894209,3460,3394,3518,3410,7.58557668335325,7.58453533470681,2.52769404791244,22.746877548756,-20,-21,-18,-18
407,0,1,3,10,60.7686559,3456,3398,3510,3460,5.10240267039346,2.55088960999704,2.55064496884005,15.3024100530713,-22,-22,-17,-19
407,4,0,0,3,21.8088483,3460,3398,3472,3406,2.88357203062007,5.76624618238464,5.76500125388777,23.0551071817523,-22,-21,-18,-18
407,1,1,2,10,74.4018792,3488,3416,2972,3444,26.7908511922264,3.34813095611571,63.597112958849,13.3798550894795,-20,-20,-20,-19
407,4,0,0,9,67.6717306,3464,3398,3518,3420,5.04572435409683,5.04495050903551,2.52214951705881,15.131595704947,-22,-22,-19,-20
407,4,0,0,8,61.8231088,3460,3390,3510,3410,4.33770885254805,2.16862866116023,2.1684509042115,10.8412859586483,-21,-21,-18,-19
407,4,0,0,1,12.248785,3464,3402,3518,3448,2.68195452263355,10.7261582306773,29.4918737822872,32.1642176295293,-20,-20,-18,-18
407,4,0,0,4,26.9583213,3456,3390,3510,3406,4.95543699397245,2.47686423043952,9.90550887446922,7.42699450080571,-20,-20,-19,-18
407,4,0,0,5,34.9737397,3456,3394,3518,3402,7.39485441380373,2.46462887864808,2.46438289018389,59.1402923551069,-19,-19,-17,-18
407,0,1,3,10,49.9569903,3456,3394,3510,3424,2.36918037494175,4.73746620410047,35.5231289908755,28.4158114099428,-20,-20,-20,-19
407,4,0,0,1,14.2586273,3452,3394,3510,3436,7.24109291263549,7.23971417608433,2.41299348733058,2.41277516192737,-21,-21,-17,-18
407,4,0,0,1,10.0699523,3468,3406,3522,3444,24.2094226797596,1.85907677503721,1.85866420034318,65.0436238293077,-21,-20,-17,-18
407,0,1,3,10,55.3836019,3456,3394,3506,3440,6.80941160555258,2.269192489699,13.5896215154512,6.79317367563683,-21,-20,-17,-17
407,4,0,0,4,37.7349059,3464,3402,3514,3436,10.8572917571441,2.7139619773927,2.71369316000071,10.8534796527104,-21,-20,-19,-18
407,4,0,0,2,16.2196218,3472,3402,3522,3424,12.0795754109774,4.02607933147758,4.0253314105667,108.674499146402,-20,-21,-17,-18
407,4,0,0,2,17.2060223,3460,3394,3472,3414,2.49278463487436,27.3450288850512,7.45693804701301,24.8540322684872,-21,-21,-17,-19
407,4,0,0,1,17.5036725,3464,3362,3496,3424,4.43841608908079,4.43765877111022,2.21850991563007,37.7115562849414,-20,-20,-18,-18
