firmware_size,done,not_done,missing,attempts,duration_sec,AA00.vcc,0235.vcc,0237.vcc,0238.vcc,AA00.ReadRate,0235.ReadRate,0237.ReadRate,0238.ReadRate,AA00.peak_rssi,0235.peak_rssi,0237.peak_rssi,0238.peak_rssi
1280,4,0,0,1,26.1662835,3752,3746,3664,3670,6.17501219564909,24.7000487825963,6.17501219564909,111.150219521684,-17,-18,-16,-17
1280,4,0,0,1,26.1908086,3750,3734,3682,3706,78.8484850431725,73.007856521456,11.681257043433,2.92031426085824,-18,-18,-16,-16
1280,4,0,0,1,35.6379688,3742,3726,3596,3666,22.386678632761,47.2607660024954,2.48740873697344,72.1348533722298,-18,-18,-16,-16
1280,4,0,0,1,33.7104377,3760,3796,3632,3670,50.5856352237895,101.171270447579,2.66240185388366,31.9488222466039,-17,-16,-16,-16
1280,4,0,0,1,27.5829922,3780,3772,3678,3694,122.018828035683,79.5774965450104,2.65258321816701,23.8732489635031,-16,-16,-16,-16
1280,4,0,0,1,31.4827406,3772,3768,3666,3678,87.0366321359818,63.2993688261686,2.63747370109036,36.924631815265,-17,-16,-16,-16
1280,4,0,0,1,29.0487597,3734,3718,3694,3706,43.9898049228111,35.1918439382489,8.79796098456222,114.373492799309,-17,-17,-17,-17
1280,4,0,0,1,27.7240986,3772,3768,3640,3670,67.538624949963,200.018235428736,2.59763942115242,93.5150191614872,-17,-17,-16,-16
1280,4,0,0,1,23.1550157,3776,3772,3652,3670,21.1474500669052,76.6595064925315,2.64343125836316,2.64343125836316,-18,-17,-16,-16
1280,4,0,0,1,31.6567698,3772,3768,3628,3660,8.51492112202819,110.693974586366,110.693974586366,144.753659074479,-18,-17,-16,-16
1280,4,0,0,1,23.6846198,3764,3752,3574,3648,10.9396862279196,109.396862279196,21.8793724558392,32.8190586837588,-18,-17,-17,-16
1280,4,0,0,1,24.7868522,3764,3768,3686,3706,88.0101563720453,60.5069825057812,2.75031738662642,13.7515869331321,-18,-18,-16,-16
1280,4,0,0,1,28.942816,3718,3710,3690,3702,101.433251848621,74.740290835826,2.6692961012795,178.842838785727,-18,-16,-17,-17
1280,4,0,0,1,32.2628942,3730,3756,3670,3702,42.5330481784346,42.5330481784346,2.50194401049616,122.595256514312,-17,-17,-16,-16
1280,4,0,0,1,23.9630055,3772,3768,3644,3666,54.7802185408483,161.118289826024,3.22236579652049,45.1131211512869,-17,-17,-16,-16
1280,4,0,0,1,26.3065187,3722,3710,3608,3664,42.3896216641487,81.9532685506875,2.82597477760992,19.7818234432694,-18,-16,-17,-17
1280,4,0,0,1,30.4283941,3722,3742,3670,3706,14.676604684919,51.3681163972164,7.33830234245949,58.7064187396759,-19,-18,-18,-18
1280,4,0,0,1,28.5996001,3730,3718,3608,3686,105.678511129184,170.884400974851,2.2484789601954,78.6967636068391,-18,-16,-17,-17
1280,4,0,0,1,23.5616172,3752,3722,3620,3666,68.7777208603928,90.7865915357185,2.75110883441571,2.75110883441571,-17,-16,-16,-17
1280,4,0,0,1,35.0959747,3742,3764,3682,3686,10.9955745011748,109.955745011748,2.19911490023495,219.911490023495,-16,-16,-16,-16
1280,4,0,0,1,38.8895679,3714,3714,3628,3666,37.5939600216984,39.8053694347394,2.21140941304108,77.3993294564378,-17,-16,-16,-17
1280,4,0,0,1,31.1560152,3768,3764,3670,3686,46.0262754801461,75.9433545422411,2.30131377400731,32.2183928361023,-17,-17,-16,-16
1280,4,0,0,1,29.696774,3734,3764,3686,3706,82.8296574349434,122.710603607324,3.06776509018309,24.5421207214647,-17,-17,-16,-16
1280,4,0,0,1,23.3604291,3784,3756,3670,3682,60.765104478692,71.8133052929997,2.76205020357691,2.76205020357691,-17,-17,-16,-16
1280,4,0,0,1,35.0198058,3776,3776,3578,3660,93.51410558637,48.7899681320192,4.06583067766826,44.7241374543509,-17,-17,-17,-17
1280,4,0,0,1,24.6975799,3752,3722,3652,3698,29.921515863889,76.4660960966053,3.32461287376545,99.7383862129634,-17,-17,-16,-16
1280,4,0,0,1,22.4241496,3780,3752,3664,3660,84.7645935870741,387.495284969482,3.02730691382408,163.4745733465,-17,-16,-16,-16
1280,4,0,0,1,33.6838913,3752,3756,3664,3666,42.9944503216098,63.3602425792145,2.26286580640052,83.7260348368191,-17,-18,-16,-16
1280,4,0,0,1,24.2326612,3718,3750,3596,3656,37.7926848923742,122.270451122387,2.22309911131613,31.1233875584258,-17,-17,-16,-16
1280,4,0,0,1,24.0859823,3726,3714,3628,3670,31.1676735123864,70.1272654028695,2.5973061260322,20.7784490082576,-17,-16,-16,-16
1280,4,0,0,1,25.9509365,3722,3738,3608,3632,58.3915464611803,208.541237361358,2.78054983148478,19.4638488203934,-18,-16,-16,-17
1280,4,0,0,1,27.0178548,3742,3734,3682,3698,65.7215593472723,77.4575520878566,2.34719854811687,35.207978221753,-16,-16,-16,-16
1280,4,0,0,1,22.88681,3734,3752,3612,3666,20.9622182219322,99.5705365541782,2.62027727774153,5.24055455548306,-16,-16,-16,-16
1280,4,0,0,1,23.5085949,3768,3760,3666,3678,74.4354671865473,227.684958452968,2.18927844666316,4.37855689332631,-16,-18,-16,-16
1280,4,0,0,1,31.118245,3730,3722,3690,3710,61.2157546825155,36.7294528095093,2.44863018730062,110.188358428528,-18,-16,-17,-17
1280,4,0,0,1,21.3545692,3772,3768,3674,3648,67.2619121687225,205.148832114604,3.36309560843612,147.976206771189,-16,-16,-16,-16
1280,4,0,0,1,33.721088,3726,3714,3608,3706,32.7027159605605,76.3063372413079,3.63363510672895,134.444498948971,-17,-16,-17,-17
1280,4,0,0,1,25.1019433,3750,3742,3588,3660,17.4905237799704,43.7263094499259,2.91508729666173,5.83017459332346,-18,-17,-16,-16
1280,4,0,0,1,27.8188502,3746,3746,3694,3714,23.05965494301,34.589482414515,3.843275823835,11.529827471505,-18,-17,-16,-17
1280,4,0,0,1,29.9867914,3734,3722,3678,3682,31.4574223788103,10.4858074596034,20.9716149192069,20.9716149192069,-17,-17,-16,-16
1280,4,0,0,1,31.9517719,3772,3734,3686,3690,5.75152933164929,5.75152933164929,5.75152933164929,63.2668226481421,-19,-18,-17,-17
1280,4,0,0,1,17.3905673,3756,3750,3682,3656,31.453059882337,122.952870449135,2.85936908021245,205.874573775297,-17,-16,-16,-16
1280,4,0,0,1,27.5007961,3726,3714,3616,3670,65.21578075811,65.21578075811,2.6086312303244,7.8258936909732,-18,-16,-17,-16
1280,4,0,0,1,25.7003793,3756,3726,3592,3660,44.1193047768192,94.8565052701613,2.20596523884096,55.149130971024,-17,-17,-16,-16
1280,4,0,0,1,21.4504176,3776,3768,3628,3660,8.01917545234164,24.0575263570249,24.0575263570249,216.517737213224,-17,-17,-16,-16
1280,4,0,0,1,24.2622855,3742,3726,3636,3702,47.4904900293716,254.948946473469,2.49949947523009,87.482481633053,-18,-17,-16,-16
1280,1,0,3,2,40.5581856,3776,3772,3652,3670,81.4636962468589,47.067913387074,1.81030436104131,19.9133479714544,-18,-16,-17,-17
1280,4,0,0,1,28.6204162,3726,3714,3656,3678,47.7096018535016,215.515787683059,1.6451586846035,19.741904215242,-17,-16,-17,-17
1280,4,0,0,1,26.9834012,3714,3702,3608,3706,57.7611251537116,160.905991499625,2.06289732691827,68.075611788303,-18,-16,-17,-16
