firmware_size,done,not_done,missing,attempts,duration_sec,0235.vcc,0237.vcc,0241.vcc,0242.vcc,0235.ReadRate,0237.ReadRate,0241.ReadRate,0242.ReadRate,0235.peak_rssi,0237.peak_rssi,0241.peak_rssi,0242.peak_rssi
1280,4,0,0,1,16.0277047,3526,3526,3566,3616,52.0639762139717,20.024606236143,2.0024606236143,64.0787399556575,-21,-22,-17,-17
1280,4,0,0,1,14.4441512,3522,3526,3522,3596,43.7040015383809,5.82720020511745,2.91360010255872,43.7040015383809,-19,-20,-18,-18
1280,4,0,0,1,13.5825035,3522,3518,3574,3612,25.1774379942646,18.8830784956984,2.09811983285538,46.1586363228184,-21,-21,-17,-17
1280,1,0,3,3,22.6551014,3530,3514,3604,3604,37.9901861851537,2.37438663657211,2.37438663657211,159.083904650331,-21,-20,-17,-16
1280,3,0,0,1,16.5155604,3530,3530,3518,3588,66.2040298621267,38.809258884695,2.28289758145264,54.7895419548635,-21,-21,-17,-17
1280,4,0,0,1,15.7891464,3496,3542,3592,3620,53.6639029756634,2.33321317285493,4.66642634570986,2.33321317285493,-21,-21,-17,-17
1280,4,0,0,1,15.661017,3518,3542,3542,3604,68.11904732416,12.3852813316654,2.06421355527757,43.3484846608291,-22,-20,-17,-16
1280,4,0,0,2,28.7860857,3502,3534,3612,3608,17.3116192868256,9.89235387818605,2.47308846954651,190.427812155081,-21,-20,-17,-17
1280,4,0,0,1,16.2798802,3518,3500,3468,3592,23.614800103669,55.1012002418943,1.96790000863908,9.83950004319541,-19,-20,-18,-18
1280,4,0,0,1,13.957325,3514,3530,3538,3596,45.5690104689377,17.3596230357858,2.16995287947322,26.0394345536787,-20,-20,-19,-18
1280,0,1,3,10,60.3605665,3526,3518,3526,3566,11.1430669508892,2.78576673772229,5.57153347544458,27.8576673772229,-20,-20,-17,-17
1280,3,0,1,1,15.6236383,0,3522,3510,3562,0,103.826963940895,25.466991155314,146.924948972965,0,-20,-17,-17
1280,1,0,3,4,25.8560718,3530,3522,3578,3582,122.622996243434,2.15128063584971,8.60512254339886,51.6307352603932,-20,-19,-17,-18
1280,4,0,0,1,15.1657077,3510,3514,3562,3612,41.5306997701414,12.4592099310424,1.38435665900471,52.6055530421791,-22,-21,-17,-17
1280,4,0,0,1,13.8777836,3514,3518,3542,3604,36.0421404706383,6.36037773011264,2.12012591003755,33.9220145606007,-19,-20,-17,-18
1280,4,0,0,1,15.9396463,3514,3522,3534,3596,69.9750502117022,34.9875251058511,1.84144868978164,53.4020120036674,-19,-20,-18,-18
1280,4,0,0,1,14.4520032,3522,3530,3582,3616,50.6438042977548,10.128760859551,2.02575217191019,28.3605304067427,-20,-19,-17,-17
1280,3,0,1,1,12.8594804,3518,3522,0,3608,42.4561452703163,39.4940886235501,0,189.57162539304,-20,-20,0,-17
1280,1,0,3,4,30.9591158,3530,3522,3522,3600,24.9660915084422,6.80893404775696,2.26964468258565,31.7750255561991,-19,-20,-18,-19
1280,4,0,0,1,14.1969705,3534,3534,3558,3624,2.79413354896593,2.79413354896593,30.7354690386253,106.177074860705,-20,-21,-17,-17
1280,4,0,0,1,14.6006908,3526,3530,3574,3558,52.6837312198962,2.19515546749567,2.19515546749567,10.9757773374784,-21,-21,-17,-17
1280,1,0,3,7,41.9777479,3526,3522,3570,3596,63.9984218742088,143.055295954114,1.88230652571202,408.460516079509,-19,-20,-18,-18
1280,4,0,0,2,30.4126118,3546,3546,3616,3616,9.37748679227873,18.7549735845575,1.87549735845575,71.2688996213183,-20,-20,-17,-18
1280,1,0,3,2,17.9400524,3538,3530,3596,3624,57.5185353480159,2.73897787371504,2.73897787371504,30.1287566108655,-20,-21,-17,-17
1280,1,0,3,9,52.131922,3522,3502,3584,3612,45.672762648358,62.8000486414922,1.90303177701492,97.0546206277607,-21,-21,-17,-17
1280,4,0,0,1,15.7119736,3530,3538,3570,3620,105.479908766084,45.5011371147812,2.06823350521733,82.729340208693,-21,-20,-17,-17
1280,4,0,0,2,29.7775789,3502,3518,3518,3538,51.4381131985698,15.0027830162495,2.14325471660707,23.5758018826778,-19,-20,-17,-18
1280,4,0,0,1,13.0003556,3534,3522,3584,3612,46.0958878277522,29.3337467994787,2.09526762853419,44.000620199218,-19,-20,-17,-17
1280,4,0,0,1,13.8932535,3518,3522,3574,3620,94.8118932038835,6.46444726390115,2.15481575463372,120.669682259488,-22,-21,-16,-16
1280,4,0,0,1,14.8952816,3522,3526,3554,3600,48.4475110437255,2.3070243354155,2.3070243354155,4.614048670831,-19,-20,-17,-18
1280,4,0,0,1,13.765,3510,3522,3530,3596,35.828158936784,2.55915420977029,2.55915420977029,5.11830841954058,-19,-20,-18,-19
1280,1,0,3,3,25.2412964,3514,3500,3608,3616,54.4766471516025,57.34383910695,2.8671919553475,45.87507128556,-21,-21,-16,-16
1280,1,0,3,2,19.3800459,3514,3506,3574,3600,105.088300444448,142.619836317466,1.87657679365087,437.242392920652,-20,-21,-17,-17
